Source_Directory,Alloy_Type,Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015.0,Ni50.0Ti29.7Hf20.3 %,,,,,,,,20.3,,,50.0,,,,,,29.7,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,Ni50.0Ti40.0Hf10.0 %,,,,,,,,10.0,,,50.0,,,,,,40.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and T. J. White,Intermetallics,The crystal chemistry of martensite in NiTiHf shape memory alloys,2008.0,Ni50.0Ti35.0Hf15.0 %,,,,,,,,15.0,,,50.0,,,,,,35.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. H. D. Hsu; B. C. Hornbuckle; B. Valderrama; F. Barrie; H. B. Henderson; G. B. Thompson and M. V. Manuel,Journal of Alloys and Compounds,The effect of aluminum additions on the thermal; microstructural; and mechanical behavior of NiTiHf shape memory alloys,2015.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,20.0,20.0,,
CR_HR_ALL,NiTiHf,D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,Ni50.0Ti40.0Hf10.0 %,,,,,,,,10.0,,,50.0,,,,,,40.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti45.0Hf5.0 %,,,,,,,,5.0,,,50.0,,,,,,45.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti40.0Hf10.0 %,,,,,,,,10.0,,,50.0,,,,,,40.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti35.0Hf15.0 %,,,,,,,,15.0,,,50.0,,,,,,35.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti25.0Hf25.0 %,,,,,,,,25.0,,,50.0,,,,,,25.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,T. Umale; D. Salas; B. Tomes; R. Arroyave and I. Karaman,Scripta Materialia,The effects of wide range of compositional changes on the martensitic transformation characteristics of NiTiHf shape memory alloys,2019.0,Ni50.0Ti20.0Hf30.0 %,,,,,,,,30.0,,,50.0,,,,,,20.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti40.0Hf10.0 %,,,,,,,,10.0,,,50.0,,,,,,40.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti40.0Hf10.0 %,,,,,,,,10.0,,,50.0,,,,,,40.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti35.0Hf15.0 %,,,,,,,,15.0,,,50.0,,,,,,35.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti35.0Hf15.0 %,,,,,,,,15.0,,,50.0,,,,,,35.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,M. Zarinejad; Y. Liu and Y. Tong,Intermetallics,Transformation temperature changes due to second phase precipitation in NiTi-based shape memory alloys,2009.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,H. D. Gu; L. You; K. M. Leung; C. Y. Chung; K. S. Chan and J. K. L. Lai,Applied Surface Science,Growth of TiNiHf shape memory alloy thin films by laser ablation of composite targets,1998.0,Ni50.04Ti36.63Hf13.33 %,,,,,,,,13.33,,,50.04,,,,,,36.63,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,Ni50.1Ti24.9Hf25.0 %,,,,,,,,25.0,,,50.1,,,,,,24.9,,,,,,,5.0,5.0,,
CR_HR_ALL,NiTiHf,R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,Ni50.1Ti24.9Hf25.0 %,,,,,,,,25.0,,,50.1,,,,,,24.9,,,,,,,5.0,5.0,,
CR_HR_ALL,NiTiHf,P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,Ni50.2Ti39.8Hf10.0 %,,,,,,,,10.0,,,50.2,,,,,,39.8,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,Ni50.2Ti39.8Hf10.0 %,,,,,,,,10.0,,,50.2,,,,,,39.8,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,Ni50.25Ti39.75Hf10.0 %,,,,,,,,10.0,,,50.25,,,,,,39.75,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,Ni50.25Ti37.25Hf12.5 %,,,,,,,,12.5,,,50.25,,,,,,37.25,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,Ni50.25Ti34.75Hf15.0 %,,,,,,,,15.0,,,50.25,,,,,,34.75,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
CR_HR_ALL,NiTiHf,R. W. Wheeler III,Aerospace Engineering,Actuation Fatigue Characterization Methods and Lifetime Predictions of Shape Memory Alloy Actuators,2017.0,Ni50.3Ti29.7Hf20.0 %,,,,,,,,20.0,,,50.3,,,,,,29.7,,,,,,,10.0,10.0,,
